Title,ViewCount,URL,Thumbnail,PublishedAt,DurationSec,Rank
【アニメ】ヤバイ奴と入れ替わってしまった,4086957,https://www.youtube.com/watch?v=5nRbUQNe_TY,https://i.ytimg.com/vi/5nRbUQNe_TY/hqdefault.jpg,2021-02-21T10:28:12Z,215,67
【アニメ】狂った奴しかいないカラオケ,4070128,https://www.youtube.com/watch?v=UaFUWWxYTAI,https://i.ytimg.com/vi/UaFUWWxYTAI/hqdefault.jpg,2021-04-29T10:00:13Z,154,68
【アニメ】ルールが複雑すぎて進まないデスゲーム,4062656,https://www.youtube.com/watch?v=EULMwT-Gcr0,https://i.ytimg.com/vi/EULMwT-Gcr0/hqdefault.jpg,2021-06-20T10:58:16Z,223,69
【アニメ】ぜんぶ間違えてるウェイトレス,4036852,https://www.youtube.com/watch?v=iZ2bcgdF0rA,https://i.ytimg.com/vi/iZ2bcgdF0rA/hqdefault.jpg,2021-02-23T10:00:12Z,190,70
【アニメ】暴走YouTuberネズミの真実,4028712,https://www.youtube.com/watch?v=_ZTRHsfXEKM,https://i.ytimg.com/vi/_ZTRHsfXEKM/hqdefault.jpg,2020-02-03T09:01:11Z,114,71
【アニメ】M-1決勝でテンパったあげく放送事故を起こした1組（※このアニメはフィクションです）,4019952,https://www.youtube.com/watch?v=G1zgt_uzCDI,https://i.ytimg.com/vi/G1zgt_uzCDI/hqdefault.jpg,2019-12-22T09:00:02Z,125,72
【アニメ】電車でもたれかけられた時の対処法,4009128,https://www.youtube.com/watch?v=4L2RV3D4Olo,https://i.ytimg.com/vi/4L2RV3D4Olo/hqdefault.jpg,2020-12-18T10:00:04Z,149,73
【アニメ】狂った奴しかいないクレーンゲーム（コラボグッズ紹介）,3965615,https://www.youtube.com/watch?v=bYPwvMiB7w8,https://i.ytimg.com/vi/bYPwvMiB7w8/hqdefault.jpg,2021-12-13T09:00:13Z,292,74
【アニメ】ぜんぶ間違えてる教育,3959657,https://www.youtube.com/watch?v=-hw4HbsdPWc,https://i.ytimg.com/vi/-hw4HbsdPWc/hqdefault.jpg,2021-03-25T10:00:00Z,153,75
【アニメ】無茶振りが多いバラエティ収録,3944601,https://www.youtube.com/watch?v=wSRidsJyeLo,https://i.ytimg.com/vi/wSRidsJyeLo/hqdefault.jpg,2021-07-04T10:58:01Z,197,76
